rank,code,name,market,mktcap,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,foreign_consec_buy,foreign_net_5d,inst_net_5d,keywords,news_count,scan_date,chunk
97,98460,고영,KOSDAQ,1949795042000,28400.0,25.0,0.0,0.0,0.0,5.0,30.0,25250.0,11.091549295774648,77.3109243697479,40.98892294025291,-,25577.5,23637.2,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
96,9540,HD한국조선해양,KOSPI,31034011366000,438500.0,20.0,5.0,0.0,0.0,5.0,30.0,385000.0,12.200684150513112,10.92436974789916,25.0758536100605,-,422775.0,425670.0,0,False,5.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
95,399720,가온칩스,KOSDAQ,700665368000,60400.0,25.0,0.0,0.0,0.0,5.0,30.0,51400.0,14.90066225165563,100.0,53.57240863047405,-,54147.5,50747.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
94,78930,GS,KOSPI,5537756528800,59600.0,21.0,0.0,0.0,0.0,9.0,30.0,55400.0,7.046979865771812,47.89915966386555,33.98212583856196,-,56745.0,57037.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
93,128940,한미약품,KOSPI,5591997571500,436500.0,12.0,0.0,8.0,0.0,10.0,30.0,420000.0,3.7800687285223367,36.97478991596638,45.35672106898743,-,447975.0,448140.0,0,False,0.0,8.0,8.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
92,475960,토모큐브,KOSDAQ,605474628300,45450.0,15.0,0.0,5.0,0.0,10.0,30.0,44150.0,2.8602860286028604,36.134453781512605,48.740164981710464,-,48982.5,47693.0,4,False,0.0,5.0,5.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
91,11070,LG이노텍,KOSPI,6768792602000,286000.0,25.0,0.0,0.0,0.0,5.0,30.0,253000.0,11.538461538461538,48.739495798319325,44.59550920709237,-,275925.0,264550.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
90,36570,엔씨소프트,KOSPI,5095161203000,236500.0,25.0,0.0,0.0,0.0,5.0,30.0,210000.0,11.20507399577167,78.99159663865547,55.76021690058783,-,215635.0,212774.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
99,6260,LS,KOSPI,7037400000000,222000.0,25.0,0.0,0.0,0.0,5.0,30.0,198300.0,10.675675675675675,45.37815126050421,71.75770839042421,-,202485.0,196028.0,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
100,218410,RFHIC,KOSDAQ,930270814200,35100.0,20.0,0.0,0.0,0.0,10.0,30.0,34200.0,2.564102564102564,74.78991596638656,63.67049252631746,-,35110.0,32146.0,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:37,1
10,49070,인탑스,KOSDAQ,343312000000,19960.0,25.0,0.0,0.0,0.0,5.0,30.0,17120.0,14.228456913827657,100.0,51.30701965668921,-,18182.5,16183.6,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
11,211270,AP위성,KOSDAQ,219749169280,14570.0,23.0,0.0,0.0,0.0,7.0,30.0,13190.0,9.471516815374056,100.0,65.00563865266948,-,13497.0,12208.4,2,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
12,24060,흥구석유,KOSDAQ,201450000000,13430.0,25.0,0.0,0.0,0.0,5.0,30.0,11830.0,11.913626209977664,67.22689075630252,50.96119584565876,-,12495.0,12282.8,0,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
13,39440,에스티아이,KOSDAQ,465986762350,30050.0,19.0,0.0,0.0,0.0,10.0,29.0,29400.0,2.1630615640599005,94.11764705882354,35.246223740608784,-,31167.5,27803.0,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
14,92200,디아이씨,KOSPI,465885056620,11980.0,17.0,0.0,0.0,0.0,9.0,26.0,11320.0,5.509181969949917,80.67226890756302,23.54683012168002,-,12650.5,10187.6,1,False,0.0,0.0,0.0,0,0,,0,0,0,,0,2026-01-18 04:33,2
