rank,code,name,market,close,ma20,ma60,trend_score,vol_score,total_score,momentum_score,news_score,news_summary,scan_date,chunk
239,032830,삼성생명,KOSPI,170600.0,160170.0,156753.0,50,10,60,0,0,,2026-01-17 15:22,1
240,039030,이오테크닉스,KOSDAQ GLOBAL,300000.0,285500.0,270267.0,50,10,60,0,0,,2026-01-17 15:24,1
241,055550,신한지주,KOSPI,79200.0,78000.0,77445.0,50,10,60,0,0,,2026-01-17 15:22,1
242,095340,ISC,KOSDAQ GLOBAL,105300.0,107965.0,96902.0,50,10,60,0,0,,2026-01-17 15:25,1
243,000120,CJ대한통운,KOSPI,97400.0,95890.0,92313.0,50,10,60,0,0,,2026-01-17 15:25,1
244,271560,오리온,KOSPI,109300.0,105815.0,104207.0,50,10,60,0,0,,2026-01-17 15:23,1
245,068270,셀트리온,KOSPI,209000.0,198765.0,187667.0,50,10,60,0,0,,2026-01-17 15:22,1
246,028260,삼성물산,KOSPI,290000.0,257100.0,237400.0,50,10,60,0,0,,2026-01-17 15:22,1
247,005290,동진쎄미켐,KOSDAQ,40100.0,39038.0,38175.0,50,10,60,0,0,,2026-01-17 15:25,1
248,105560,KB금융,KOSPI,130900.0,126110.0,124552.0,50,10,60,0,0,,2026-01-17 15:22,1
249,214150,클래시스,KOSDAQ GLOBAL,59700.0,56760.0,54472.0,50,10,60,0,0,,2026-01-17 15:24,1
250,058610,에스피지,KOSDAQ,92400.0,83380.0,58969.0,50,10,60,0,0,,2026-01-17 15:25,1
251,214370,케어젠,KOSDAQ,73700.0,68925.0,68887.0,50,10,60,0,0,,2026-01-17 15:24,1
252,402340,SK스퀘어,KOSPI,446500.0,377975.0,320100.0,50,10,60,0,0,,2026-01-17 15:22,1
253,012450,한화에어로스페이스,KOSPI,1299000.0,1033950.0,967317.0,50,10,60,0,0,,2026-01-17 15:22,1
254,139130,iM금융지주,KOSPI,14110.0,14930.0,14349.0,50,10,60,0,0,,2026-01-17 15:25,1
255,437730,삼현,KOSDAQ,70900.0,58660.0,42900.0,50,10,60,0,0,,2026-01-17 15:25,1
256,139480,이마트,KOSPI,83500.0,83600.0,80015.0,50,10,60,0,0,,2026-01-17 15:25,1
257,011210,현대위아,KOSPI,88700.0,79155.0,65957.0,50,10,60,0,0,,2026-01-17 15:24,1
258,009150,삼성전기,KOSPI,289500.0,267075.0,248175.0,50,10,60,0,0,,2026-01-17 15:22,1
259,175330,JB금융지주,KOSPI,23950.0,25075.0,24170.0,50,10,60,0,0,,2026-01-17 15:23,1
260,111770,영원무역,KOSPI,84500.0,85100.0,79080.0,50,10,60,0,0,,2026-01-17 15:24,1
261,001430,세아베스틸지주,KOSPI,67900.0,55355.0,38066.0,50,10,60,0,0,,2026-01-17 15:24,1
262,108490,로보티즈,KOSDAQ,257500.0,261650.0,243622.0,50,10,60,0,0,,2026-01-17 15:24,1
263,240810,원익IPS,KOSDAQ GLOBAL,76700.0,70975.0,65812.0,50,10,60,0,0,,2026-01-17 15:24,1
264,950160,코오롱티슈진,KOSDAQ,74700.0,73620.0,65457.0,50,10,60,0,0,,2026-01-17 15:23,1
265,086790,하나금융지주,KOSPI,96400.0,93970.0,92365.0,50,10,60,0,0,,2026-01-17 15:22,1
266,035250,강원랜드,KOSPI,17780.0,18351.0,17788.0,50,10,60,0,0,,2026-01-17 15:24,1
267,021240,코웨이,KOSPI,76100.0,84055.0,87342.0,20,30,50,0,0,,2026-01-17 15:23,1
268,028050,삼성E&A,KOSPI,25600.0,24752.0,25669.0,20,30,50,0,0,,2026-01-17 15:23,1
269,499790,GS피앤엘,KOSPI,43850.0,43338.0,44196.0,20,30,50,0,0,,2026-01-17 15:27,1
270,000210,DL,KOSPI,36450.0,37038.0,38643.0,20,30,50,0,0,,2026-01-17 15:27,1
271,137400,피엔티,KOSDAQ GLOBAL,37150.0,37925.0,40842.0,20,30,50,0,0,,2026-01-17 15:27,1
272,112040,위메이드,KOSDAQ,26400.0,26298.0,26893.0,20,30,50,0,0,,2026-01-17 15:27,1
273,036830,솔브레인홀딩스,KOSDAQ GLOBAL,37150.0,38248.0,40538.0,20,30,50,0,0,,2026-01-17 15:27,1
274,062040,산일전기,KOSPI,143500.0,137125.0,143368.0,20,30,50,0,0,,2026-01-17 15:23,1
275,009830,한화솔루션,KOSPI,28650.0,27362.0,28202.0,20,30,50,0,0,,2026-01-17 15:23,1
276,014620,성광벤드,KOSDAQ,29800.0,27075.0,27957.0,20,30,50,0,0,,2026-01-17 15:27,1
277,034220,LG디스플레이,KOSPI,12520.0,12048.0,12812.0,20,30,50,0,0,,2026-01-17 15:23,1
278,358570,지아이이노베이션,KOSDAQ,14110.0,16440.0,17015.0,20,30,50,0,0,,2026-01-17 15:27,1
279,009450,경동나비엔,KOSPI,56200.0,55890.0,60612.0,20,30,50,0,0,,2026-01-17 15:27,1
280,004020,현대제철,KOSPI,30850.0,30600.0,31217.0,20,30,50,0,0,,2026-01-17 15:24,1
281,000640,동아쏘시오홀딩스,KOSPI,103500.0,109960.0,111675.0,20,30,50,0,0,,2026-01-17 15:28,1
282,032640,LG유플러스,KOSPI,14930.0,14900.0,15156.0,20,30,50,0,0,,2026-01-17 15:23,1
283,298040,효성중공업,KOSPI,2333000.0,1915800.0,1987150.0,20,30,50,0,0,,2026-01-17 15:22,1
284,001500,현대차증권,KOSPI,8440.0,8038.0,8232.0,20,30,50,0,0,,2026-01-17 15:29,1
285,377740,바이오노트,KOSPI,5190.0,5460.0,5539.0,20,30,50,0,0,,2026-01-17 15:29,1
286,365340,성일하이텍,KOSDAQ,43450.0,42112.0,42268.0,20,30,50,0,0,,2026-01-17 15:29,1
287,030520,한글과컴퓨터,KOSDAQ GLOBAL,22650.0,22920.0,23730.0,20,30,50,0,0,,2026-01-17 15:29,1
288,090460,비에이치,KOSPI,16360.0,16732.0,17187.0,20,30,50,0,0,,2026-01-17 15:29,1
289,035420,NAVER,KOSPI,245500.0,245550.0,251217.0,20,30,50,0,0,,2026-01-17 15:22,1
290,119850,지엔씨에너지,KOSDAQ,33850.0,32072.0,33936.0,20,30,50,0,0,,2026-01-17 15:29,1
291,009540,HD한국조선해양,KOSPI,438500.0,422775.0,431767.0,20,30,50,0,0,,2026-01-17 15:22,1
292,196170,알테오젠,KOSDAQ GLOBAL,518000.0,461050.0,489333.0,20,30,50,0,0,,2026-01-17 15:22,1
293,048410,현대바이오,KOSDAQ,5890.0,5174.0,5202.0,20,30,50,0,0,,2026-01-17 15:28,1
294,010140,삼성중공업,KOSPI,29750.0,25995.0,26180.0,20,30,50,0,0,,2026-01-17 15:22,1
295,051910,LG화학,KOSPI,333500.0,333625.0,369258.0,20,30,50,0,0,,2026-01-17 15:22,1
296,006400,삼성SDI,KOSPI,289000.0,279100.0,297458.0,20,30,50,0,0,,2026-01-17 15:22,1
297,267250,HD현대,KOSPI,236000.0,203520.0,205515.0,20,30,50,0,0,,2026-01-17 15:22,1
298,381970,케이카,KOSPI,14980.0,15838.0,15842.0,20,30,50,0,0,,2026-01-17 15:27,1
299,002030,아세아,KOSPI,281500.0,318475.0,352025.0,20,30,50,0,0,,2026-01-17 15:28,1
300,057050,현대홈쇼핑,KOSPI,52700.0,54095.0,54393.0,20,30,50,0,0,,2026-01-17 15:28,1
301,052400,코나아이,KOSDAQ,43900.0,45960.0,47533.0,20,30,50,0,0,,2026-01-17 15:28,1
302,017670,SK텔레콤,KOSPI,55300.0,53505.0,53562.0,20,30,50,0,0,,2026-01-17 15:23,1
303,259960,크래프톤,KOSPI,234000.0,241000.0,254983.0,20,30,50,0,0,,2026-01-17 15:23,1
304,047050,포스코인터내셔널,KOSPI,57300.0,51068.0,53226.0,20,30,50,0,0,,2026-01-17 15:23,1
305,326030,SK바이오팜,KOSPI,120400.0,125230.0,125828.0,20,30,50,0,0,,2026-01-17 15:23,1
306,460930,현대힘스,KOSDAQ,19450.0,18630.0,19478.0,20,30,50,0,0,,2026-01-17 15:28,1
307,005250,녹십자홀딩스,KOSPI,14810.0,15916.0,16078.0,20,30,50,0,0,,2026-01-17 15:28,1
308,000100,유한양행,KOSPI,107900.0,113045.0,116212.0,20,30,50,0,0,,2026-01-17 15:23,1
309,248070,솔루엠,KOSPI,14830.0,16118.0,17050.0,20,30,50,0,0,,2026-01-17 15:28,1
310,014820,동원시스템즈,KOSPI,24650.0,25225.0,26909.0,20,30,50,0,0,,2026-01-17 15:28,1
311,023160,태광,KOSDAQ,27350.0,23630.0,24392.0,20,30,50,0,0,,2026-01-17 15:28,1
312,298050,HS효성첨단소재,KOSPI,201500.0,187580.0,194353.0,20,30,50,0,0,,2026-01-17 15:27,1
313,222800,심텍,KOSDAQ GLOBAL,51600.0,49165.0,53527.0,20,30,50,0,0,,2026-01-17 15:25,1
314,017810,풀무원,KOSPI,13130.0,13088.0,13244.0,20,30,50,0,0,,2026-01-17 15:29,1
315,229640,LS에코에너지,KOSPI,37300.0,35745.0,38288.0,20,30,50,0,0,,2026-01-17 15:26,1
316,192820,코스맥스,KOSPI,187300.0,172345.0,174832.0,20,30,50,0,0,,2026-01-17 15:25,1
317,020150,롯데에너지머티리얼즈,KOSPI,33750.0,31512.0,33515.0,20,30,50,0,0,,2026-01-17 15:25,1
318,140860,파크시스템스,KOSDAQ GLOBAL,240000.0,221500.0,229083.0,20,30,50,0,0,,2026-01-17 15:25,1
319,336260,두산퓨얼셀,KOSPI,35350.0,31180.0,33268.0,20,30,50,0,0,,2026-01-17 15:25,1
320,020560,아시아나항공,KOSPI,7820.0,7851.0,8257.0,20,30,50,0,0,,2026-01-17 15:25,1
321,000240,한국앤컴퍼니,KOSPI,26800.0,25698.0,26051.0,20,30,50,0,0,,2026-01-17 15:24,1
322,097230,HJ중공업,KOSPI,26800.0,23325.0,23602.0,20,30,50,0,0,,2026-01-17 15:24,1
323,004800,효성,KOSPI,145700.0,123265.0,129180.0,20,30,50,0,0,,2026-01-17 15:24,1
324,145020,휴젤,KOSDAQ GLOBAL,242000.0,233050.0,234058.0,20,30,50,0,0,,2026-01-17 15:24,1
325,137310,에스디바이오센서,KOSPI,8390.0,8882.0,9273.0,20,30,50,0,0,,2026-01-17 15:26,1
326,185750,종근당,KOSPI,83300.0,83940.0,84698.0,20,30,50,0,0,,2026-01-17 15:26,1
327,051600,한전KPS,KOSPI,55500.0,51580.0,52020.0,20,30,50,0,0,,2026-01-17 15:24,1
328,004990,롯데지주,KOSPI,27850.0,26962.0,28641.0,20,30,50,0,0,,2026-01-17 15:24,1
329,489790,한화비전,KOSPI,54500.0,45518.0,45772.0,20,30,50,0,0,,2026-01-17 15:24,1
330,008930,한미사이언스,KOSPI,36850.0,37182.0,38113.0,20,30,50,0,0,,2026-01-17 15:24,1
331,003540,대신증권,KOSPI,27250.0,26958.0,27665.0,20,30,50,0,0,,2026-01-17 15:26,1
332,001720,신영증권,KOSPI,153800.0,138735.0,142743.0,20,30,50,0,0,,2026-01-17 15:24,1
333,195940,HK이노엔,KOSDAQ GLOBAL,46950.0,50472.0,50520.0,20,30,50,0,0,,2026-01-17 15:26,1
334,008770,호텔신라,KOSPI,46500.0,45180.0,46328.0,20,30,50,0,0,,2026-01-17 15:25,1
335,035760,CJ ENM,KOSDAQ GLOBAL,62500.0,63130.0,64410.0,20,30,50,0,0,,2026-01-17 15:26,1
336,462870,시프트업,KOSPI,34200.0,35242.0,37158.0,20,30,50,0,0,,2026-01-17 15:25,1
337,000670,영풍,KOSPI,53700.0,49362.0,53719.0,20,30,50,0,0,,2026-01-17 15:27,1
338,282330,BGF리테일,KOSPI,115200.0,107435.0,108063.0,20,30,50,0,0,,2026-01-17 15:25,1
339,280360,롯데웰푸드,KOSPI,108400.0,112855.0,117640.0,20,30,50,0,0,,2026-01-17 15:26,1
340,383800,LX홀딩스,KOSPI,8060.0,8027.0,8120.0,20,10,30,0,0,,2026-01-17 15:28,1
341,084370,유진테크,KOSDAQ,82000.0,80565.0,84727.0,20,10,30,0,0,,2026-01-17 15:25,1
342,093050,LF,KOSPI,17410.0,18065.0,18125.0,20,10,30,0,0,,2026-01-17 15:29,1
343,138040,메리츠금융지주,KOSPI,105400.0,107650.0,110575.0,20,10,30,0,0,,2026-01-17 15:22,1
344,032500,케이엠더블유,KOSDAQ,14370.0,15154.0,15360.0,20,10,30,0,0,,2026-01-17 15:28,1
345,078160,메디포스트,KOSDAQ,15040.0,16740.0,16976.0,20,10,30,0,0,,2026-01-17 15:28,1
346,084110,휴온스글로벌,KOSDAQ,46700.0,49210.0,53302.0,20,10,30,0,0,,2026-01-17 15:28,1
347,121600,나노신소재,KOSDAQ,48600.0,50612.0,57497.0,20,10,30,0,0,,2026-01-17 15:28,1
348,373220,LG에너지솔루션,KOSPI,391000.0,381425.0,428267.0,20,10,30,0,0,,2026-01-17 15:22,1
349,211050,인카금융서비스,KOSDAQ,12090.0,12732.0,13282.0,20,10,30,0,0,,2026-01-17 15:28,1
350,096770,SK이노베이션,KOSPI,105400.0,104235.0,114878.0,20,10,30,0,0,,2026-01-17 15:22,1
351,004370,농심,KOSPI,412500.0,423600.0,433400.0,20,10,30,0,0,,2026-01-17 15:24,1
352,284740,쿠쿠홈시스,KOSPI,22550.0,24012.0,24302.0,20,10,30,0,0,,2026-01-17 15:29,1
353,484870,엠앤씨솔루션,KOSPI,164000.0,152295.0,154685.0,20,10,30,0,0,,2026-01-17 15:25,1
354,003670,포스코퓨처엠,KOSPI,188700.0,189940.0,205177.0,20,10,30,0,0,,2026-01-17 15:22,1
355,008730,율촌화학,KOSPI,25450.0,26460.0,29762.0,20,10,30,0,0,,2026-01-17 15:28,1
356,005070,코스모신소재,KOSPI,43450.0,44810.0,50071.0,20,10,30,0,0,,2026-01-17 15:25,1
357,127120,제이에스링크,KOSDAQ,19890.0,17865.0,18761.0,20,10,30,0,0,,2026-01-17 15:28,1
358,101730,위메이드맥스,KOSDAQ,6020.0,6250.0,6521.0,20,10,30,0,0,,2026-01-17 15:29,1
359,383220,F&F,KOSPI,65900.0,69530.0,69727.0,20,10,30,0,0,,2026-01-17 15:24,1
360,348370,엔켐,KOSDAQ,62900.0,64320.0,72425.0,20,10,30,0,0,,2026-01-17 15:26,1
361,247540,에코프로비엠,KOSDAQ GLOBAL,145800.0,151650.0,156835.0,20,10,30,0,0,,2026-01-17 15:23,1
362,004690,삼천리,KOSPI,124300.0,125970.0,126872.0,20,10,30,0,0,,2026-01-17 15:29,1
363,336370,솔루스첨단소재,KOSPI,7150.0,7349.0,8413.0,20,10,30,0,0,,2026-01-17 15:29,1
364,000150,두산,KOSPI,828000.0,790600.0,864467.0,20,10,30,0,0,,2026-01-17 15:23,1
365,060250,NHN KCP,KOSDAQ,14520.0,15084.0,15689.0,20,10,30,0,0,,2026-01-17 15:28,1
366,035900,JYP Ent.,KOSDAQ GLOBAL,68700.0,70925.0,71275.0,20,10,30,0,0,,2026-01-17 15:24,1
367,161890,한국콜마,KOSPI,63900.0,63300.0,66805.0,20,10,30,0,0,,2026-01-17 15:25,1
368,005420,코스모화학,KOSPI,13810.0,14580.0,16838.0,20,10,30,0,0,,2026-01-17 15:29,1
369,002790,아모레퍼시픽홀딩스,KOSPI,25850.0,26892.0,27136.0,20,10,30,0,0,,2026-01-17 15:25,1
370,089030,테크윙,KOSDAQ,49450.0,47028.0,51584.0,20,10,30,0,0,,2026-01-17 15:25,1
371,199800,툴젠,KOSDAQ,59000.0,57095.0,58739.0,20,10,30,0,0,,2026-01-17 15:29,1
372,018670,SK가스,KOSPI,225000.0,227850.0,243175.0,20,10,30,0,0,,2026-01-17 15:25,1
373,006040,동원산업,KOSPI,41000.0,42272.0,44573.0,20,10,30,0,0,,2026-01-17 15:25,1
374,329180,HD현대중공업,KOSPI,622000.0,554300.0,559067.0,20,10,30,0,0,,2026-01-17 15:22,1
375,112610,씨에스윈드,KOSPI,40800.0,41912.0,42827.0,20,10,30,0,0,,2026-01-17 15:25,1
376,039200,오스코텍,KOSDAQ,43950.0,45708.0,49438.0,20,10,30,0,0,,2026-01-17 15:25,1
377,278280,천보,KOSDAQ,47700.0,50100.0,58877.0,20,10,30,0,0,,2026-01-17 15:29,1
378,361610,SK아이이테크놀로지,KOSPI,23850.0,25445.0,28685.0,20,10,30,0,0,,2026-01-17 15:25,1
379,030000,제일기획,KOSPI,20800.0,21535.0,21752.0,20,10,30,0,0,,2026-01-17 15:24,1
380,016380,KG스틸,KOSPI,5210.0,5298.0,5384.0,20,10,30,0,0,,2026-01-17 15:29,1
381,018290,브이티,KOSDAQ,16160.0,17616.0,20489.0,20,10,30,0,0,,2026-01-17 15:29,1
382,016590,신대양제지,KOSPI,12890.0,13030.0,13446.0,20,10,30,0,0,,2026-01-17 15:29,1
383,064260,다날,KOSDAQ,6850.0,7158.0,7265.0,20,10,30,0,0,,2026-01-17 15:29,1
384,034230,파라다이스,KOSPI,16780.0,16492.0,17144.0,20,10,30,0,0,,2026-01-17 15:25,1
385,035720,카카오,KOSPI,57300.0,59265.0,60428.0,20,10,30,0,0,,2026-01-17 15:22,1
386,007310,오뚜기,KOSPI,384000.0,383200.0,386867.0,20,10,30,0,0,,2026-01-17 15:25,1
387,089010,켐트로닉스,KOSDAQ,31450.0,30498.0,31758.0,20,10,30,0,0,,2026-01-17 15:29,1
388,002020,코오롱,KOSPI,44400.0,47295.0,48579.0,20,10,30,0,0,,2026-01-17 15:28,1
389,222080,씨아이에스,KOSDAQ GLOBAL,6610.0,6818.0,7185.0,20,10,30,0,0,,2026-01-17 15:29,1
390,145720,덴티움,KOSPI,46200.0,46328.0,50908.0,20,10,30,0,0,,2026-01-17 15:29,1
391,356860,티엘비,KOSDAQ,58300.0,59125.0,64130.0,20,10,30,0,0,,2026-01-17 15:28,1
392,002960,한국쉘석유,KOSPI,435000.0,447900.0,451867.0,20,10,30,0,0,,2026-01-17 15:29,1
393,051900,LG생활건강,KOSPI,264500.0,263200.0,275942.0,20,10,30,0,0,,2026-01-17 15:24,1
394,001270,부국증권,KOSPI,63800.0,58215.0,62738.0,20,10,30,0,0,,2026-01-17 15:28,1
395,005690,파미셀,KOSPI,13200.0,14412.0,16151.0,20,10,30,0,0,,2026-01-17 15:27,1
396,310210,보로노이,KOSDAQ,196000.0,210925.0,215355.0,20,10,30,0,0,,2026-01-17 15:24,1
397,225570,넥슨게임즈,KOSDAQ,12360.0,12346.0,12840.0,20,10,30,0,0,,2026-01-17 15:27,1
398,033500,동성화인텍,KOSDAQ,26750.0,26870.0,28024.0,20,10,30,0,0,,2026-01-17 15:27,1
399,183300,코미코,KOSDAQ GLOBAL,99000.0,91790.0,95693.0,20,10,30,0,0,,2026-01-17 15:26,1
400,036460,한국가스공사,KOSPI,39050.0,39548.0,41014.0,20,10,30,0,0,,2026-01-17 15:24,1
401,093370,후성,KOSPI,7430.0,7575.0,8179.0,20,10,30,0,0,,2026-01-17 15:27,1
402,009240,한샘,KOSPI,44550.0,45365.0,45613.0,20,10,30,0,0,,2026-01-17 15:26,1
403,089860,롯데렌탈,KOSPI,29700.0,30952.0,31085.0,20,10,30,0,0,,2026-01-17 15:26,1
404,100840,SNT에너지,KOSPI,38250.0,38165.0,41515.0,20,10,30,0,0,,2026-01-17 15:27,1
405,082640,동양생명,KOSPI,6560.0,6530.0,6628.0,20,10,30,0,0,,2026-01-17 15:26,1
406,088980,맥쿼리인프라,KOSPI,11270.0,11305.0,11380.0,20,10,30,0,0,,2026-01-17 15:23,1
407,087010,펩트론,KOSDAQ,233000.0,244450.0,274233.0,20,10,30,0,0,,2026-01-17 15:23,1
408,090360,로보스타,KOSDAQ,79600.0,76095.0,76427.0,20,10,30,0,0,,2026-01-17 15:27,1
409,031210,서울보증보험,KOSPI,47400.0,48530.0,49991.0,20,10,30,0,0,,2026-01-17 15:24,1
410,114090,GKL,KOSPI,13330.0,14319.0,14637.0,20,10,30,0,0,,2026-01-17 15:27,1
411,003240,태광산업,KOSPI,744000.0,753250.0,788250.0,20,10,30,0,0,,2026-01-17 15:27,1
412,108320,LX세미콘,KOSPI,51100.0,50690.0,52494.0,20,10,30,0,0,,2026-01-17 15:27,1
413,064760,티씨케이,KOSDAQ GLOBAL,168900.0,152400.0,154848.0,20,10,30,0,0,,2026-01-17 15:25,1
414,012630,HDC,KOSPI,16820.0,17254.0,17626.0,20,10,30,0,0,,2026-01-17 15:26,1
415,066970,엘앤에프,KOSPI,108700.0,106520.0,120038.0,20,10,30,0,0,,2026-01-17 15:23,1
416,082270,젬백스,KOSDAQ,23500.0,26695.0,34669.0,20,10,30,0,0,,2026-01-17 15:26,1
417,192400,쿠쿠홀딩스,KOSPI,27650.0,28820.0,28909.0,20,10,30,0,0,,2026-01-17 15:27,1
418,086900,메디톡스,KOSDAQ,119700.0,120315.0,122063.0,20,10,30,0,0,,2026-01-17 15:27,1
419,213420,덕산네오룩스,KOSDAQ GLOBAL,35500.0,37168.0,39335.0,20,10,30,0,0,,2026-01-17 15:27,1
420,214450,파마리서치,KOSDAQ GLOBAL,420500.0,416850.0,445308.0,20,10,30,0,0,,2026-01-17 15:23,1
421,036530,SNT홀딩스,KOSPI,54500.0,55615.0,58733.0,20,10,30,0,0,,2026-01-17 15:27,1
422,302440,SK바이오사이언스,KOSPI,48800.0,49065.0,51808.0,20,10,30,0,0,,2026-01-17 15:24,1
423,251270,넷마블,KOSPI,50100.0,49298.0,51847.0,20,10,30,0,0,,2026-01-17 15:24,1
424,450080,에코프로머티,KOSPI,54300.0,54640.0,59472.0,20,10,30,0,0,,2026-01-17 15:24,1
425,002380,KCC,KOSPI,439000.0,415775.0,420708.0,20,10,30,0,0,,2026-01-17 15:24,1
426,011790,SKC,KOSPI,106000.0,105785.0,111643.0,20,10,30,0,0,,2026-01-17 15:24,1
427,204270,제이앤티씨,KOSDAQ,18430.0,19486.0,21839.0,20,10,30,0,0,,2026-01-17 15:26,1
428,011170,롯데케미칼,KOSPI,74300.0,71465.0,73928.0,20,10,30,0,0,,2026-01-17 15:24,1
429,026960,동서,KOSPI,25700.0,26998.0,27402.0,20,10,30,0,0,,2026-01-17 15:24,1
430,000080,하이트진로,KOSPI,17970.0,18328.0,18683.0,20,10,30,0,0,,2026-01-17 15:26,1
431,300720,한일시멘트,KOSPI,16800.0,17961.0,18050.0,20,10,30,0,0,,2026-01-17 15:26,1
432,096530,씨젠,KOSDAQ,23900.0,24178.0,25024.0,20,10,30,0,0,,2026-01-17 15:26,1
433,007660,이수페타시스,KOSPI,120800.0,117975.0,121315.0,20,10,30,0,0,,2026-01-17 15:23,1
434,003230,삼양식품,KOSPI,1195000.0,1233500.0,1293033.0,20,10,30,0,0,,2026-01-17 15:23,1
435,278470,에이피알,KOSPI,240500.0,232775.0,240192.0,20,10,30,0,0,,2026-01-17 15:23,1
436,003090,대웅,KOSPI,21600.0,22242.0,22946.0,20,10,30,0,0,,2026-01-17 15:26,1
437,257720,실리콘투,KOSDAQ,42050.0,40868.0,42728.0,20,10,30,0,0,,2026-01-17 15:24,1
438,097950,CJ제일제당,KOSPI,208500.0,208900.0,216700.0,20,10,30,0,0,,2026-01-17 15:24,1
439,019170,신풍제약,KOSPI,12740.0,13714.0,14101.0,20,10,30,0,0,,2026-01-17 15:28,1
440,293490,카카오게임즈,KOSDAQ GLOBAL,14300.0,14974.0,15731.0,20,10,30,0,0,,2026-01-17 15:26,1
441,323410,카카오뱅크,KOSPI,21350.0,21642.0,21932.0,20,10,30,0,0,,2026-01-17 15:23,1
442,122870,와이지엔터테인먼트,KOSDAQ,68800.0,66360.0,69395.0,20,10,30,0,0,,2026-01-17 15:26,1
443,078600,대주전자재료,KOSDAQ,59400.0,63570.0,71267.0,20,10,30,0,0,,2026-01-17 15:27,1
444,007390,네이처셀,KOSDAQ,20100.0,21395.0,23272.0,20,10,30,0,0,,2026-01-17 15:26,1
445,005830,DB손해보험,KOSPI,123800.0,125710.0,127173.0,20,10,30,0,0,,2026-01-17 15:23,1
446,012510,더존비즈온,KOSPI,91900.0,88770.0,90527.0,20,10,30,0,0,,2026-01-17 15:24,1
447,071320,지역난방공사,KOSPI,103400.0,99545.0,102682.0,20,10,30,0,0,,2026-01-17 15:26,1
448,241710,코스메카코리아,KOSDAQ,66700.0,68370.0,69437.0,20,10,30,0,0,,2026-01-17 15:28,1
449,012750,에스원,KOSPI,76600.0,75135.0,75152.0,20,10,30,0,0,,2026-01-17 15:24,1
450,443060,HD현대마린솔루션,KOSPI,189600.0,192410.0,206677.0,20,10,30,0,0,,2026-01-17 15:23,1
451,016360,삼성증권,KOSPI,83600.0,78565.0,78612.0,20,10,30,0,0,,2026-01-17 15:23,1
452,285130,SK케미칼,KOSPI,67900.0,68095.0,69962.0,20,10,30,0,0,,2026-01-17 15:26,1
453,336570,원텍,KOSDAQ,8090.0,7815.0,7878.0,20,10,30,0,0,,2026-01-17 15:28,1
454,090430,아모레퍼시픽,KOSPI,121400.0,120880.0,123042.0,20,10,30,0,0,,2026-01-17 15:23,1
455,004000,롯데정밀화학,KOSPI,44700.0,44712.0,45942.0,20,10,30,0,0,,2026-01-17 15:26,1
456,377300,카카오페이,KOSPI,48600.0,48772.0,49892.0,20,10,30,0,0,,2026-01-17 15:23,1
457,067160,SOOP,KOSDAQ GLOBAL,65000.0,67445.0,69702.0,20,10,30,0,0,,2026-01-17 15:27,1
458,075580,세진중공업,KOSPI,19910.0,18581.0,19294.0,20,10,30,0,0,,2026-01-17 15:26,1
459,006120,SK디스커버리,KOSPI,61300.0,60240.0,60412.0,20,10,30,0,0,,2026-01-17 15:26,1
460,086450,동국제약,KOSDAQ GLOBAL,16530.0,17278.0,17960.0,20,10,30,0,0,,2026-01-17 15:27,1
461,042000,카페24,KOSDAQ,31000.0,31170.0,33034.0,20,10,30,0,0,,2026-01-17 15:27,1
462,293940,신한알파리츠,KOSPI,5530.0,5562.0,5605.0,20,10,30,0,0,,2026-01-17 15:28,1
